Date,GDP_Growth,Inflation_Rate,Unemployment_Rate,USD_EUR_Exchange_Rate
2006-01-31,13650.581333333334,199.39565217391305,4.7956521739130435,1.2158
2006-02-01,13652.918666666666,199.4,4.8,1.2092
2006-02-02,13655.256,199.415,4.795,1.21
2006-02-03,13657.593333333334,199.43,4.79,1.2021
2006-02-06,13659.930666666667,199.445,4.785,1.1971
2006-02-07,13662.268,199.46,4.78,1.1974
2006-02-08,13664.605333333333,199.475,4.775,1.1935
2006-02-09,13666.942666666668,199.49,4.77,1.1963
2006-02-10,13669.28,199.505,4.765,1.192
2006-02-13,13671.617333333334,199.52,4.76,1.1905
2006-02-14,13673.954666666667,199.535,4.755,1.1895
2006-02-15,13676.292000000001,199.55,4.75,1.1884
2006-02-16,13678.629333333334,199.565,4.745,1.1882
2006-02-17,13680.966666666667,199.57999999999998,4.74,1.1906
2006-02-20,13683.304,199.595,4.735,1.1906
2006-02-21,13685.641333333333,199.60999999999999,4.73,1.1912
2006-02-22,13687.978666666668,199.625,4.725,1.1905
2006-02-23,13690.316,199.64,4.72,1.1923
2006-02-24,13692.653333333334,199.655,4.715,1.1882
2006-02-27,13694.990666666667,199.67,4.71,1.186
2006-02-28,13697.328000000001,199.685,4.705,1.1925
2006-03-01,13699.665333333334,199.7,4.7,1.1899
2006-03-02,13702.002666666667,199.74347826086955,4.7,1.2003
2006-03-03,13704.34,199.7869565217391,4.7,1.2028
2006-03-06,13706.677333333333,199.83043478260868,4.7,1.2002
2006-03-07,13709.014666666668,199.87391304347824,4.7,1.1888
2006-03-08,13711.352,199.9173913043478,4.7,1.1914
2006-03-09,13713.689333333334,199.9608695652174,4.7,1.192
2006-03-10,13716.026666666667,200.00434782608696,4.7,1.1886
2006-03-13,13718.364000000001,200.04782608695652,4.7,1.1942
2006-03-14,13720.701333333334,200.09130434782608,4.7,1.2025
2006-03-15,13723.038666666667,200.13478260869564,4.7,1.2045
2006-03-16,13725.376,200.1782608695652,4.7,1.2151
2006-03-17,13727.713333333333,200.22173913043477,4.7,1.2197
2006-03-20,13730.050666666668,200.26521739130433,4.7,1.2168
2006-03-21,13732.388,200.3086956521739,4.7,1.2079
2006-03-22,13734.725333333334,200.35217391304346,4.7,1.2095
2006-03-23,13737.062666666667,200.39565217391302,4.7,1.1984
2006-03-24,13739.400000000001,200.43913043478258,4.7,1.2034
2006-03-27,13741.737333333334,200.48260869565217,4.7,1.2015
2006-03-28,13744.074666666667,200.52608695652174,4.7,1.2078
2006-03-29,13746.412,200.5695652173913,4.7,1.203
2006-03-30,13748.749333333335,200.61304347826086,4.7,1.2132
2006-03-31,13751.086666666668,200.65652173913043,4.7,1.2139
2006-04-01,13753.424,200.7,4.7,1.2139
2006-04-03,13755.193151515152,200.72857142857143,4.695238095238095,1.2124
2006-04-04,13756.962303030305,200.75714285714284,4.690476190476191,1.2258
2006-04-05,13758.731454545456,200.78571428571428,4.685714285714286,1.2272
2006-04-06,13760.500606060607,200.81428571428572,4.680952380952381,1.2216
2006-04-07,13762.26975757576,200.84285714285713,4.6761904761904765,1.2109
2006-04-10,13764.03890909091,200.87142857142857,4.671428571428572,1.2091
2006-04-11,13765.808060606061,200.9,4.666666666666667,1.2125
2006-04-12,13767.577212121212,200.92857142857142,4.661904761904762,1.2107
2006-04-13,13769.346363636365,200.95714285714286,4.6571428571428575,1.2107
2006-04-14,13771.115515151516,200.9857142857143,4.652380952380953,1.2106
2006-04-17,13772.884666666667,201.0142857142857,4.647619047619047,1.2267
2006-04-18,13774.65381818182,201.04285714285714,4.642857142857142,1.2274
2006-04-19,13776.42296969697,201.07142857142858,4.638095238095238,1.2345
2006-04-20,13778.192121212121,201.1,4.633333333333333,1.2326
2006-04-21,13779.961272727274,201.12857142857143,4.628571428571428,1.234
2006-04-24,13781.730424242425,201.15714285714287,4.623809523809523,1.2373
2006-04-25,13783.499575757576,201.18571428571428,4.619047619047619,1.2412
2006-04-26,13785.268727272727,201.21428571428572,4.614285714285714,1.2464
2006-04-27,13787.03787878788,201.24285714285716,4.609523809523809,1.2525
2006-04-28,13788.80703030303,201.27142857142857,4.604761904761904,1.2624
2006-05-01,13790.576181818182,201.3,4.6,1.2607
2006-05-02,13792.345333333335,201.3217391304348,4.6,1.2644
2006-05-03,13794.114484848486,201.34347826086957,4.6,1.2639
2006-05-04,13795.883636363636,201.36521739130436,4.6,1.2684
2006-05-05,13797.65278787879,201.38695652173914,4.6,1.2733
2006-05-08,13799.42193939394,201.40869565217392,4.6,1.272
2006-05-09,13801.191090909091,201.4304347826087,4.6,1.2747
2006-05-10,13802.960242424242,201.45217391304348,4.6,1.2799
2006-05-11,13804.729393939395,201.47391304347826,4.6,1.2855
2006-05-12,13806.498545454546,201.49565217391304,4.6,1.2888
2006-05-15,13808.267696969697,201.51739130434783,4.6,1.2826
2006-05-16,13810.03684848485,201.5391304347826,4.6,1.2817
2006-05-17,13811.806,201.56086956521742,4.6,1.2722
2006-05-18,13813.575151515151,201.5826086956522,4.6,1.2795
2006-05-19,13815.344303030304,201.60434782608698,4.6,1.275
2006-05-22,13817.113454545455,201.62608695652176,4.6,1.285
2006-05-23,13818.882606060606,201.64782608695654,4.6,1.2844
2006-05-24,13820.651757575759,201.66956521739132,4.6,1.2747
2006-05-25,13822.42090909091,201.6913043478261,4.6,1.2777
2006-05-26,13824.19006060606,201.7130434782609,4.6,1.2739
2006-05-29,13825.959212121212,201.73478260869567,4.6,1.2739
2006-05-30,13827.728363636365,201.75652173913045,4.6,1.2868
2006-05-31,13829.497515151515,201.77826086956523,4.6,1.2833
2006-06-01,13831.266666666666,201.8,4.6,1.2824
2006-06-02,13833.03581818182,201.85000000000002,4.6045454545454545,1.2912
2006-06-05,13834.80496969697,201.9,4.6090909090909085,1.2953
2006-06-06,13836.574121212121,201.95000000000002,4.613636363636363,1.2828
2006-06-07,13838.343272727274,202.0,4.618181818181818,1.2799
2006-06-08,13840.112424242425,202.05,4.622727272727272,1.2648
2006-06-09,13841.881575757576,202.10000000000002,4.627272727272727,1.2636
2006-06-12,13843.650727272727,202.15,4.631818181818182,1.2587
2006-06-13,13845.41987878788,202.20000000000002,4.636363636363636,1.2574
2006-06-14,13847.18903030303,202.25,4.640909090909091,1.2631
2006-06-15,13848.958181818181,202.3,4.6454545454545455,1.2616
2006-06-16,13850.727333333334,202.35000000000002,4.65,1.2623
2006-06-19,13852.496484848485,202.4,4.654545454545454,1.2577
2006-06-20,13854.265636363636,202.45000000000002,4.659090909090909,1.2568
2006-06-21,13856.034787878789,202.5,4.663636363636364,1.2665
2006-06-22,13857.80393939394,202.55,4.668181818181818,1.2582
2006-06-23,13859.57309090909,202.6,4.672727272727273,1.2522
2006-06-26,13861.342242424242,202.65,4.677272727272728,1.2554
2006-06-27,13863.111393939394,202.70000000000002,4.681818181818182,1.2589
2006-06-28,13864.880545454545,202.75,4.6863636363636365,1.2532
2006-06-29,13866.649696969696,202.8,4.690909090909091,1.2534
2006-06-30,13868.41884848485,202.85,4.695454545454545,1.2779
2006-07-01,13870.188,202.9,4.7,1.2779
2006-07-03,13872.754242424242,202.9409090909091,4.7,1.2793
2006-07-04,13875.320484848486,202.9818181818182,4.7,1.2793
2006-07-05,13877.886727272728,203.02272727272728,4.7,1.2726
2006-07-06,13880.45296969697,203.06363636363636,4.7,1.2757
2006-07-07,13883.019212121213,203.10454545454547,4.7,1.2822
2006-07-10,13885.585454545455,203.14545454545456,4.7,1.2751
2006-07-11,13888.151696969697,203.18636363636364,4.7,1.2754
2006-07-12,13890.717939393939,203.22727272727275,4.7,1.2706
2006-07-13,13893.284181818182,203.26818181818183,4.7,1.2673
2006-07-14,13895.850424242424,203.3090909090909,4.7,1.2641
2006-07-17,13898.416666666666,203.35000000000002,4.7,1.2529
2006-07-18,13900.98290909091,203.3909090909091,4.7,1.25
2006-07-19,13903.549151515152,203.4318181818182,4.7,1.256
2006-07-20,13906.115393939393,203.47272727272727,4.7,1.2639
2006-07-21,13908.681636363637,203.51363636363638,4.7,1.2684
2006-07-24,13911.247878787879,203.55454545454546,4.7,1.263
2006-07-25,13913.81412121212,203.59545454545454,4.7,1.2576
2006-07-26,13916.380363636363,203.63636363636365,4.7,1.2628
2006-07-27,13918.946606060606,203.67727272727274,4.7,1.2732
2006-07-28,13921.512848484848,203.71818181818182,4.7,1.2748
2006-07-31,13924.07909090909,203.75909090909093,4.7,1.2764
2006-08-01,13926.645333333334,203.8,4.7,1.2778
2006-08-02,13929.211575757576,203.75652173913045,4.691304347826087,1.2798
2006-08-03,13931.777818181818,203.7130434782609,4.682608695652174,1.2779
2006-08-04,13934.344060606061,203.66956521739132,4.673913043478261,1.2894
2006-08-07,13936.910303030303,203.62608695652176,4.665217391304348,1.2867
2006-08-08,13939.476545454545,203.5826086956522,4.656521739130435,1.2839
2006-08-09,13942.042787878787,203.5391304347826,4.647826086956522,1.2888
2006-08-10,13944.60903030303,203.49565217391304,4.639130434782609,1.2765
2006-08-11,13947.175272727272,203.45217391304348,4.630434782608695,1.2757
2006-08-14,13949.741515151514,203.40869565217392,4.621739130434783,1.2735
2006-08-15,13952.307757575758,203.36521739130436,4.613043478260869,1.2788
2006-08-16,13954.874,203.3217391304348,4.604347826086957,1.2864
2006-08-17,13957.440242424242,203.27826086956523,4.595652173913043,1.287
2006-08-18,13960.006484848485,203.23478260869567,4.586956521739131,1.281
2006-08-21,13962.572727272727,203.1913043478261,4.578260869565217,1.2914
2006-08-22,13965.138969696969,203.14782608695654,4.569565217391305,1.2804
2006-08-23,13967.705212121213,203.10434782608698,4.560869565217391,1.2794
2006-08-24,13970.271454545455,203.06086956521742,4.552173913043478,1.276
2006-08-25,13972.837696969696,203.01739130434783,4.543478260869565,1.2767
2006-08-28,13975.403939393938,202.97391304347826,4.534782608695652,1.2784
2006-08-29,13977.970181818182,202.9304347826087,4.526086956521739,1.2768
2006-08-30,13980.536424242424,202.88695652173914,4.517391304347826,1.2825
2006-08-31,13983.102666666666,202.84347826086957,4.508695652173913,1.2793
2006-09-01,13985.66890909091,202.8,4.5,1.2833
2006-09-04,13988.235151515151,202.75714285714287,4.495238095238095,1.2833
2006-09-05,13990.801393939393,202.71428571428572,4.4904761904761905,1.281
2006-09-06,13993.367636363637,202.67142857142858,4.485714285714286,1.2787
2006-09-07,13995.933878787879,202.62857142857143,4.480952380952381,1.2757
2006-09-08,13998.50012121212,202.5857142857143,4.476190476190476,1.2673
2006-09-11,14001.066363636362,202.54285714285714,4.4714285714285715,1.2699
2006-09-12,14003.632606060606,202.5,4.466666666666667,1.2693
2006-09-13,14006.198848484848,202.45714285714286,4.461904761904762,1.2708
2006-09-14,14008.76509090909,202.4142857142857,4.457142857142857,1.2736
2006-09-15,14011.331333333334,202.37142857142857,4.4523809523809526,1.2648
2006-09-18,14013.897575757575,202.32857142857145,4.447619047619048,1.2671
2006-09-19,14016.463818181817,202.2857142857143,4.442857142857143,1.2683
2006-09-20,14019.030060606061,202.24285714285716,4.438095238095238,1.2701
2006-09-21,14021.596303030303,202.20000000000002,4.433333333333334,1.273
2006-09-22,14024.162545454545,202.15714285714287,4.428571428571429,1.2796
2006-09-25,14026.728787878787,202.11428571428573,4.423809523809524,1.2747
2006-09-26,14029.29503030303,202.07142857142858,4.419047619047619,1.2687
2006-09-27,14031.861272727272,202.02857142857144,4.414285714285715,1.2699
2006-09-28,14034.427515151514,201.9857142857143,4.40952380952381,1.2697
2006-09-29,14036.993757575758,201.94285714285715,4.404761904761905,1.2687
2006-10-01,14039.56,201.9,4.4,1.2687
2006-10-02,14042.228045454545,201.90434782608696,4.404347826086957,1.2744
2006-10-03,14044.896090909091,201.90869565217392,4.408695652173914,1.2727
2006-10-04,14047.564136363635,201.91304347826087,4.41304347826087,1.2687
2006-10-05,14050.23218181818,201.91739130434783,4.417391304347826,1.2687
2006-10-06,14052.900227272727,201.9217391304348,4.421739130434783,1.26
2006-10-09,14055.568272727272,201.92608695652174,4.42608695652174,1.26
2006-10-10,14058.236318181818,201.9304347826087,4.430434782608696,1.2541
2006-10-11,14060.904363636364,201.93478260869566,4.434782608695652,1.2547
2006-10-12,14063.572409090908,201.9391304347826,4.439130434782609,1.2537
2006-10-13,14066.240454545454,201.94347826086957,4.443478260869566,1.2502
2006-10-16,14068.9085,201.94782608695652,4.447826086956522,1.2518
2006-10-17,14071.576545454545,201.95217391304348,4.452173913043478,1.2564
2006-10-18,14074.244590909091,201.95652173913044,4.456521739130435,1.2516
2006-10-19,14076.912636363635,201.9608695652174,4.460869565217392,1.2594
2006-10-20,14079.58068181818,201.96521739130435,4.465217391304348,1.2613
2006-10-23,14082.248727272727,201.9695652173913,4.469565217391304,1.2544
2006-10-24,14084.916772727272,201.97391304347826,4.473913043478261,1.2565
2006-10-25,14087.584818181818,201.97826086956522,4.478260869565218,1.2591
2006-10-26,14090.252863636364,201.98260869565217,4.482608695652174,1.2669
2006-10-27,14092.920909090908,201.98695652173913,4.48695652173913,1.2725
2006-10-30,14095.588954545454,201.9913043478261,4.491304347826087,1.2717
2006-10-31,14098.257,201.99565217391304,4.495652173913044,1.2773
2006-11-01,14100.925045454545,202.0,4.5,1.2771
2006-11-02,14103.593090909091,202.05,4.495454545454545,1.278
2006-11-03,14106.261136363635,202.1,4.490909090909091,1.2705
2006-11-06,14108.929181818181,202.15,4.486363636363636,1.2715
2006-11-07,14111.597227272727,202.2,4.4818181818181815,1.2806
2006-11-08,14114.265272727273,202.25,4.4772727272727275,1.2775
2006-11-09,14116.933318181818,202.3,4.472727272727273,1.2835
2006-11-10,14119.601363636364,202.35,4.468181818181819,1.2861
2006-11-13,14122.269409090908,202.4,4.463636363636364,1.281
2006-11-14,14124.937454545454,202.45,4.459090909090909,1.2812
2006-11-15,14127.6055,202.5,4.454545454545455,1.2808
2006-11-16,14130.273545454545,202.55,4.45,1.2808
2006-11-17,14132.941590909091,202.6,4.445454545454545,1.2823
2006-11-20,14135.609636363635,202.65,4.440909090909091,1.281
2006-11-21,14138.277681818181,202.7,4.4363636363636365,1.2824
2006-11-22,14140.945727272727,202.75,4.431818181818182,1.2928
2006-11-23,14143.613772727273,202.79999999999998,4.427272727272728,1.2928
2006-11-24,14146.281818181818,202.85,4.422727272727273,1.3081
2006-11-27,14148.949863636364,202.9,4.418181818181819,1.312
2006-11-28,14151.617909090908,202.95,4.413636363636364,1.3162
2006-11-29,14154.285954545454,203.0,4.409090909090909,1.3146
2006-11-30,14156.954,203.04999999999998,4.404545454545455,1.3261
2006-12-01,14159.622045454546,203.1,4.4,1.3316
2006-12-04,14162.290090909091,203.1160476190476,4.40952380952381,1.3327
2006-12-05,14164.958136363635,203.13209523809525,4.419047619047619,1.3327
2006-12-06,14167.626181818181,203.14814285714286,4.428571428571429,1.3307
2006-12-07,14170.294227272727,203.16419047619047,4.438095238095238,1.3296
2006-12-08,14172.962272727273,203.18023809523808,4.447619047619048,1.3215
2006-12-11,14175.630318181818,203.19628571428572,4.457142857142857,1.3223
2006-12-12,14178.298363636364,203.21233333333333,4.466666666666667,1.3233
2006-12-13,14180.966409090908,203.22838095238095,4.476190476190476,1.3215
2006-12-14,14183.634454545454,203.24442857142859,4.485714285714286,1.3174
2006-12-15,14186.3025,203.2604761904762,4.495238095238095,1.3095
2006-12-18,14188.970545454546,203.2765238095238,4.504761904761905,1.3073
2006-12-19,14191.638590909091,203.29257142857142,4.514285714285714,1.3194
2006-12-20,14194.306636363635,203.30861904761906,4.523809523809524,1.3183
2006-12-21,14196.974681818181,203.32466666666667,4.533333333333333,1.3175
2006-12-22,14199.642727272727,203.34071428571428,4.542857142857143,1.3131
2006-12-25,14202.310772727273,203.35676190476192,4.552380952380952,1.3131
2006-12-26,14204.978818181818,203.37280952380954,4.561904761904762,1.3132
2006-12-27,14207.646863636364,203.38885714285715,4.571428571428571,1.3125
2006-12-28,14210.314909090908,203.40490476190476,4.580952380952381,1.3158
2006-12-29,14212.982954545454,203.4209523809524,4.59047619047619,1.3197
2007-01-01,14215.651,203.437,4.6,1.3197
2007-01-02,14218.519169230769,203.4713043478261,4.595652173913043,1.3286
2007-01-03,14221.387338461538,203.50560869565217,4.591304347826086,1.3169
2007-01-04,14224.255507692307,203.53991304347826,4.58695652173913,1.3094
2007-01-05,14227.123676923076,203.57421739130436,4.582608695652174,1.3005
2007-01-08,14229.991846153845,203.60852173913045,4.578260869565217,1.3023
2007-01-09,14232.860015384615,203.64282608695652,4.57391304347826,1.2995
2007-01-10,14235.728184615384,203.6771304347826,4.569565217391304,1.294
2007-01-11,14238.596353846153,203.7114347826087,4.565217391304348,1.2904
2007-01-12,14241.464523076924,203.7457391304348,4.560869565217391,1.2926
2007-01-15,14244.332692307693,203.78004347826086,4.556521739130434,1.2926
2007-01-16,14247.200861538462,203.81434782608696,4.552173913043478,1.2918
2007-01-17,14250.069030769231,203.84865217391305,4.547826086956522,1.2948
2007-01-18,14252.9372,203.88295652173915,4.543478260869565,1.2942
2007-01-19,14255.80536923077,203.9172608695652,4.539130434782608,1.2968
2007-01-22,14258.673538461539,203.9515652173913,4.534782608695652,1.2957
2007-01-23,14261.541707692308,203.9858695652174,4.530434782608696,1.3025
2007-01-24,14264.409876923077,204.0201739130435,4.526086956521739,1.2964
2007-01-25,14267.278046153846,204.05447826086956,4.521739130434782,1.298
2007-01-26,14270.146215384615,204.08878260869565,4.517391304347826,1.2909
2007-01-29,14273.014384615384,204.12308695652175,4.51304347826087,1.2948
2007-01-30,14275.882553846153,204.15739130434784,4.508695652173913,1.2954
2007-01-31,14278.750723076922,204.1916956521739,4.504347826086956,1.2998
2007-02-01,14281.618892307692,204.226,4.5,1.3021
2007-02-02,14284.48706153846,204.2791,4.495,1.296
2007-02-05,14287.355230769232,204.3322,4.49,1.2933
2007-02-06,14290.2234,204.3853,4.485,1.2969
2007-02-07,14293.09156923077,204.4384,4.48,1.302
2007-02-08,14295.959738461539,204.4915,4.475,1.3034
2007-02-09,14298.827907692308,204.5446,4.47,1.3005
2007-02-12,14301.696076923077,204.5977,4.465,1.2962
2007-02-13,14304.564246153846,204.6508,4.46,1.3024
2007-02-14,14307.432415384616,204.7039,4.455,1.3126
2007-02-15,14310.300584615385,204.757,4.45,1.314
2007-02-16,14313.168753846154,204.8101,4.445,1.3137
2007-02-19,14316.036923076923,204.8632,4.44,1.3137
2007-02-20,14318.905092307692,204.9163,4.4350000000000005,1.3134
2007-02-21,14321.773261538461,204.9694,4.430000000000001,1.3126
2007-02-22,14324.64143076923,205.0225,4.425000000000001,1.3134
2007-02-23,14327.5096,205.0756,4.42,1.3164
2007-02-26,14330.377769230769,205.1287,4.415,1.3159
2007-02-27,14333.24593846154,205.1818,4.41,1.3246
2007-02-28,14336.114107692309,205.2349,4.405,1.323
2007-03-01,14338.982276923078,205.288,4.4,1.3173
2007-03-02,14341.850446153847,205.316,4.404545454545455,1.3182
2007-03-05,14344.718615384616,205.34400000000002,4.409090909090909,1.3094
2007-03-06,14347.586784615385,205.372,4.413636363636364,1.3108
2007-03-07,14350.454953846154,205.4,4.418181818181819,1.3148
2007-03-08,14353.323123076923,205.428,4.422727272727273,1.3129
2007-03-09,14356.191292307692,205.45600000000002,4.427272727272728,1.3118
2007-03-12,14359.059461538462,205.484,4.431818181818182,1.3186
2007-03-13,14361.92763076923,205.512,4.4363636363636365,1.3199
2007-03-14,14364.7958,205.54,4.440909090909091,1.3227
2007-03-15,14367.663969230769,205.568,4.445454545454545,1.3249
2007-03-16,14370.532138461538,205.596,4.45,1.3307
2007-03-19,14373.400307692307,205.624,4.454545454545455,1.3299
2007-03-20,14376.268476923076,205.65200000000002,4.459090909090909,1.3291
2007-03-21,14379.136646153846,205.68,4.463636363636364,1.3305
2007-03-22,14382.004815384616,205.708,4.468181818181819,1.3359
2007-03-23,14384.872984615386,205.736,4.472727272727273,1.3302
2007-03-26,14387.741153846155,205.764,4.4772727272727275,1.3336
2007-03-27,14390.609323076924,205.792,4.4818181818181815,1.3357
2007-03-28,14393.477492307693,205.82,4.486363636363636,1.3331
2007-03-29,14396.345661538462,205.84799999999998,4.490909090909091,1.3336
2007-03-30,14399.213830769231,205.876,4.495454545454545,1.3374
2007-04-01,14402.082,205.904,4.5,1.3374
2007-04-02,14404.537075757577,205.94268181818182,4.495454545454545,1.3374
2007-04-03,14406.992151515153,205.98136363636362,4.490909090909091,1.3363
2007-04-04,14409.447227272727,206.02004545454545,4.486363636363636,1.3364
2007-04-05,14411.902303030303,206.05872727272728,4.4818181818181815,1.3426
2007-04-06,14414.35737878788,206.09740909090908,4.4772727272727275,1.338
2007-04-09,14416.812454545456,206.1360909090909,4.472727272727273,1.3367
2007-04-10,14419.26753030303,206.1747727272727,4.468181818181819,1.3436
2007-04-11,14421.722606060606,206.21345454545454,4.463636363636364,1.3436
2007-04-12,14424.177681818182,206.25213636363637,4.459090909090909,1.3484
2007-04-13,14426.632757575759,206.29081818181817,4.454545454545455,1.3518
2007-04-16,14429.087833333333,206.3295,4.45,1.355
2007-04-17,14431.54290909091,206.36818181818182,4.445454545454545,1.3569
2007-04-18,14433.997984848485,206.40686363636362,4.440909090909091,1.3574
2007-04-19,14436.453060606062,206.44554545454545,4.4363636363636365,1.3605
2007-04-20,14438.908136363636,206.48422727272728,4.431818181818182,1.3601
2007-04-23,14441.363212121212,206.52290909090908,4.427272727272728,1.358
2007-04-24,14443.818287878788,206.5615909090909,4.422727272727273,1.3622
2007-04-25,14446.273363636365,206.6002727272727,4.418181818181819,1.3647
2007-04-26,14448.728439393939,206.63895454545454,4.413636363636364,1.359
2007-04-27,14451.183515151515,206.67763636363637,4.409090909090909,1.3625
2007-04-30,14453.638590909091,206.71631818181817,4.404545454545455,1.366
2007-05-01,14456.093666666668,206.755,4.4,1.36
2007-05-02,14458.548742424242,206.77582608695653,4.408695652173914,1.3598
2007-05-03,14461.003818181818,206.79665217391303,4.417391304347826,1.3566
2007-05-04,14463.458893939394,206.81747826086956,4.42608695652174,1.3587
2007-05-07,14465.91396969697,206.8383043478261,4.434782608695652,1.3616
2007-05-08,14468.369045454545,206.8591304347826,4.443478260869566,1.3532
2007-05-09,14470.824121212121,206.87995652173913,4.452173913043478,1.3549
2007-05-10,14473.279196969697,206.90078260869566,4.460869565217392,1.3512
2007-05-11,14475.734272727273,206.92160869565217,4.469565217391304,1.3519
2007-05-14,14478.189348484848,206.9424347826087,4.478260869565218,1.3544
2007-05-15,14480.644424242424,206.96326086956523,4.48695652173913,1.3603
2007-05-16,14483.0995,206.98408695652174,4.495652173913044,1.3522
2007-05-17,14485.554575757576,207.00491304347827,4.504347826086956,1.3494
2007-05-18,14488.009651515153,207.02573913043477,4.51304347826087,1.3511
2007-05-21,14490.464727272727,207.0465652173913,4.521739130434782,1.3457
2007-05-22,14492.919803030303,207.06739130434784,4.530434782608696,1.3464
2007-05-23,14495.37487878788,207.08821739130434,4.539130434782608,1.3482
2007-05-24,14497.829954545456,207.10904347826087,4.547826086956522,1.3429
2007-05-25,14500.28503030303,207.1298695652174,4.556521739130434,1.3452
2007-05-28,14502.740106060606,207.1506956521739,4.565217391304348,1.3452
2007-05-29,14505.195181818182,207.17152173913044,4.57391304347826,1.3483
2007-05-30,14507.650257575759,207.19234782608697,4.582608695652174,1.3419
2007-05-31,14510.105333333333,207.21317391304348,4.591304347826086,1.3453
2007-06-01,14512.56040909091,207.234,4.6,1.344
2007-06-04,14515.015484848485,207.25157142857142,4.604761904761904,1.3488
2007-06-05,14517.470560606062,207.26914285714287,4.609523809523809,1.3526
2007-06-06,14519.925636363636,207.28671428571428,4.614285714285714,1.3492
2007-06-07,14522.380712121212,207.30428571428573,4.619047619047619,1.3456
2007-06-08,14524.835787878788,207.32185714285714,4.623809523809523,1.3359
2007-06-11,14527.290863636365,207.33942857142858,4.628571428571428,1.3359
2007-06-12,14529.745939393939,207.357,4.633333333333333,1.3325
2007-06-13,14532.201015151515,207.37457142857144,4.638095238095238,1.3295
2007-06-14,14534.656090909091,207.39214285714286,4.642857142857142,1.3311
2007-06-15,14537.111166666667,207.4097142857143,4.647619047619047,1.3365
2007-06-18,14539.566242424242,207.42728571428572,4.652380952380953,1.3401
2007-06-19,14542.021318181818,207.44485714285716,4.6571428571428575,1.3416
2007-06-20,14544.476393939394,207.46242857142857,4.661904761904762,1.3426
2007-06-21,14546.93146969697,207.48000000000002,4.666666666666667,1.3399
2007-06-22,14549.386545454545,207.49757142857143,4.671428571428572,1.3438
2007-06-25,14551.841621212121,207.51514285714288,4.6761904761904765,1.345
2007-06-26,14554.296696969697,207.5327142857143,4.680952380952381,1.3468
2007-06-27,14556.751772727273,207.55028571428574,4.685714285714286,1.3433
2007-06-28,14559.206848484848,207.56785714285715,4.690476190476191,1.3466
2007-06-29,14561.661924242424,207.5854285714286,4.695238095238095,1.352
2007-07-01,14564.117,207.603,4.7,1.352
2007-07-02,14566.369850746269,207.60578260869565,4.695652173913044,1.3627
2007-07-03,14568.622701492537,207.60856521739132,4.691304347826087,1.3615
2007-07-04,14570.875552238806,207.61134782608696,4.6869565217391305,1.3615
2007-07-05,14573.128402985074,207.61413043478262,4.682608695652174,1.3592
2007-07-06,14575.381253731344,207.61691304347826,4.678260869565217,1.3626
2007-07-09,14577.634104477613,207.61969565217393,4.673913043478261,1.3623
2007-07-10,14579.886955223881,207.62247826086957,4.6695652173913045,1.3714
2007-07-11,14582.13980597015,207.6252608695652,4.665217391304348,1.3757
2007-07-12,14584.392656716418,207.62804347826088,4.660869565217391,1.3776
2007-07-13,14586.645507462687,207.63082608695652,4.656521739130435,1.3788
2007-07-16,14588.898358208955,207.63360869565219,4.6521739130434785,1.3785
2007-07-17,14591.151208955223,207.63639130434782,4.647826086956521,1.3782
2007-07-18,14593.404059701494,207.6391739130435,4.643478260869565,1.3808
2007-07-19,14595.656910447762,207.64195652173913,4.639130434782609,1.3811
2007-07-20,14597.90976119403,207.6447391304348,4.634782608695652,1.3831
2007-07-23,14600.162611940299,207.64752173913044,4.630434782608695,1.3817
2007-07-24,14602.415462686567,207.65030434782608,4.626086956521739,1.3824
2007-07-25,14604.668313432836,207.65308695652175,4.621739130434783,1.3711
2007-07-26,14606.921164179104,207.6558695652174,4.617391304347826,1.373
2007-07-27,14609.174014925373,207.65865217391305,4.613043478260869,1.3647
2007-07-30,14611.426865671643,207.6614347826087,4.608695652173913,1.3681
2007-07-31,14613.679716417912,207.66421739130436,4.604347826086956,1.3711
2007-08-01,14615.93256716418,207.667,4.6,1.3682
2007-08-02,14618.185417910448,207.70526086956522,4.604347826086956,1.3693
2007-08-03,14620.438268656717,207.74352173913044,4.608695652173913,1.3785
2007-08-06,14622.691119402985,207.78178260869566,4.613043478260869,1.3789
2007-08-07,14624.943970149254,207.82004347826086,4.617391304347826,1.3747
2007-08-08,14627.196820895522,207.85830434782608,4.621739130434783,1.3808
2007-08-09,14629.44967164179,207.8965652173913,4.626086956521739,1.3701
2007-08-10,14631.702522388061,207.93482608695652,4.630434782608695,1.3686
2007-08-13,14633.95537313433,207.97308695652174,4.634782608695652,1.3624
2007-08-14,14636.208223880598,208.01134782608696,4.639130434782609,1.3581
2007-08-15,14638.461074626866,208.04960869565218,4.643478260869565,1.3479
2007-08-16,14640.713925373135,208.0878695652174,4.647826086956521,1.3402
2007-08-17,14642.966776119403,208.1261304347826,4.6521739130434785,1.3492
2007-08-20,14645.219626865672,208.16439130434782,4.656521739130435,1.3468
2007-08-21,14647.47247761194,208.20265217391304,4.660869565217391,1.3483
2007-08-22,14649.72532835821,208.24091304347826,4.665217391304348,1.3535
2007-08-23,14651.978179104479,208.27917391304348,4.6695652173913045,1.356
2007-08-24,14654.231029850747,208.3174347826087,4.673913043478261,1.3645
2007-08-27,14656.483880597016,208.35569565217392,4.678260869565217,1.3645
